設問ID(半角英数字20文字以内)	チェック設問有無(0:無 1:有)	チェック設問の解答(F04用)	F01:ラベル	F02:ラベル	F03:ラベル	F04:チェックボックス	F05:ラベル
57	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	3日午前1時10分ごろ、関市小瀬の国道156号で、近くの飲食店経営岩崎由紀子さん(56)の軽乗用車が、道路脇のブロック塀に衝突。岩崎さんは全身を強く打ってまもなく死亡した。	塀に衝突、女性死亡　関@国道156号で車が衝突、女性死亡　関@軽自動車でブロック塀に衝突死　関@「道路脇の塀に衝突」軽乗用車の女性死亡　関@道路脇の塀に衝突、軽乗用車の女性死亡　関@ブロック塀に衝突、女性死亡　関	
58	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	四国ソフトテニス連盟主催。一般、成年、シニアの各男女計6種目で競った結果、順位は(1)愛媛県(2)徳島県(3)香川県(4)高知県-だった。	第13回東海学生ソフトテニス大会@「四国ソフトテニス」参加者募集　一般・成年@第6回四国レディースソフトテニス@第5回四国レディースソフトテニス大会@四国ソフトテニス　一般・成年・シニア@第8回四国団体対抗ソフトテニス大会	
59	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	東日本大震災の発生から、まもなく4年。この間、民間のボランティアだけでなく、県内の各自治体からも職員の派遣が続いている。膨大な復興業務に向き合う被災地の自治体を支援するためだ。	自治体、被災地へ職員派遣続々と　復興業務支援や住民交流も@被災地の職員数を被災地に拡大中　県内自治体で支援次々@「被災地のために」自治体職員続々　ボランティア派遣、各地で活動@職員派遣、復興これからも　東日本大震災@自治体、被災地へ職員派遣　ボランティア派遣、各地で続々@自治体職員、次々派遣　民間ボランティア、被災地の自治体支援	
60	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	第56回日本弁護士連合会人権擁護大会が3日から広島市中区中島町の広島国際会議場で開かれる。広島市での開催は44年ぶり。全国各地から集まった弁護士らが人権問題について議論する。	人権擁護大会、きょう開幕　菅元首相「原発」語る@人権擁護大会、広島で3日から@あすから広島、人権擁護大会　日弁連@元プロの講演やシンポも開催　日弁連人権擁護大会@日弁連人権擁護大会、きょうから広島で@日弁連人権擁護大会、広島で3日開幕	
61	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	税と社会保障との一体改革をうたう野田政権が消費増税に向けて大きく動いた。26日、衆院本会議で可決された関連法案。消費者や商店主らはどう受け止めたか。	増税、期待と不安　消費者・商店主ら　法案衆院通過@県内、期待と不安　消費増税法案可決@県内業界「増税、期待」　民主「増税よりも一体」　法案衆院通過@期待と不安、交錯する街　消費増税法案可決@生活・事業、どうなる?　消費増税衆院可決、市民の声@増税、期待と不安　消費増税法案可決	
62	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	8月下旬の豪雨から1週間。床上床下浸水が計9千棟余りあった名古屋市は、一部で東海豪雨を超える雨量だった。高齢者世帯も被害にあった。	被災住宅に集中　名古屋、床上床下浸水　東海豪雨@床上浸水、東海豪雨超える　名古屋、台風12号から1カ月@床上浸水、東海豪雨超える　名古屋、台風12号から1週間@浸水、東海豪雨超える　名古屋、浸水被害9千棟超に集中@豪雨被害、高齢者に重く　「避難勧告があれば」　名古屋・浸水9000棟@東海豪雨　名古屋市は避難支援強化を	
63	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	23日午前4時45分ごろ、那須烏山市藤田の山口ミチヱさん(73)方から出火、木造平屋建て約250平方メートルが全焼した。けが人はいなかった。那須烏山署によると、山口さんは一人暮らし。	那須烏山で住宅全焼@旧海軍の住宅全焼　那須烏山@岩戸村で住宅全焼、1人けが@那須烏山で民家が全焼@広島・那須烏山で住宅全焼@那須烏山で住宅全焼	
64	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	高砂市議会は18日、定例会を開き、議長に生嶋洋一氏(71)=新政会=を再選、副議長には新たに北畑徹也氏(63)=同=を選んだ。任期は申し合わせで1年。	高砂市議長に生嶋氏を再選@白昼の新議長を選出　高砂市議会@正副議長決まる　高砂市議会@高砂市議会議長に生嶋氏@生嶋・高砂市議会、正副議長決まる@震災対応など抱負語る　高砂市議会の正副議長決まる	
65	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	桑名市の揖斐川河口付近の浅瀬で23日に流された名古屋市港区浜、会社員服部正伸さん(35)は、25日午前8時ごろ、浅瀬から約4・5キロ南西の海上で遺体で見つかった。	もう1人も遺体で発見　揖斐川河口付近で流され不明@揖斐川河口付近で流された会社員が死亡@東京・港区の男性、遺体で発見　揖斐川河口付近の浅瀬で@大阪の男性、遺体で発見　揖斐川河口付近の浅瀬で流される@揖斐川河口付近で流された男性、遺体で発見@桑名の河口付近で流された会社員が死亡か	
66	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	プロ野球ソフトバンクの試合を地元福岡の地上波テレビで見られる機会は、今年も減りそうだ。昨年の77試合が今年は72に。過去5年間の減少傾向に歯止めがかかっていない=グラフ。	タカ、今年も減った　プロ野球@J1昇格へあと一歩　プロ野球・ソフトバンクの試合、今年も減る@タカ、地元での試合中継低調　プロ野球@年々減りゆくホークス戦中継　プロ野球@ソフトバンクの本拠地、球界に影　プロ野球@球音、今年は7試合減　プロ野球	
67	0		記事の内容をもとに書かれている見出しを全てチェックしてください。	記事	日本民間放送連盟は2日、3月末で任期満了を迎える広瀬道貞会長(テレビ朝日顧問)の続投を内定した。3月の民放連総会で正式に決定する。任期は4月から2年。	JB会長に広瀬氏再任へ@日本民間放送連盟の広瀬会長が続投へ@広瀬会長の続投内定　民放連、来月正式決定へ@広瀬会長の続投内定　民放連@広瀬・民放連会長の続投が内定@広瀬会長の続投内定　民放連盟発表	
